CODREG;CODDEP;CODARR;CODCAN;COM;PMUN;PCAP;PTOT
27;21;01;01;Censerey;175;6;181
27;21;03;05;Cérilly;222;8;230
27;21;02;15;Cessey-sur-Tille;617;7;624
27;21;02;16;Chaignay;524;8;532
27;21;01;01;Chailly-sur-Armançon;242;11;253
27;21;03;05;Chambain;22;0;22
27;21;02;15;Chambeire;392;4;396
27;21;01;04;Chamblanc;464;63;527
27;21;01;18;ChambÅ“uf;392;6;398
27;21;01;18;Chambolle-Musigny;293;7;300
27;21;03;05;Chamesson;242;9;251
27;21;02;21;Champagne-sur-Vingeanne;311;8;319
27;21;02;14;Champagny;26;0;26
27;21;03;19;Champ-d'Oiseau;99;1;100
27;21;02;02;Champdôtre;597;8;605
27;21;03;22;Champeau-en-Morvan;224;5;229
27;21;01;01;Champignolles;75;1;76
27;21;03;22;Champrenault;35;1;36
27;21;02;16;Chanceaux;213;4;217
27;21;03;05;Channay;63;3;66
27;21;03;19;Charencey;37;0;37
27;21;03;22;Charigny;37;1;38
27;21;02;21;Charmes;127;3;130
27;21;03;22;Charny;35;1;36
27;21;01;04;Charrey-sur-Saône;346;1;347
27;21;03;05;Charrey-sur-Seine;140;4;144
27;21;01;17;Chassagne-Montrachet;300;11;311
27;21;03;22;Chassey;87;5;92
27;21;01;01;Châteauneuf;79;2;81
27;21;01;01;Châtellenot;155;6;161
27;21;03;05;Châtillon-sur-Seine;5347;350;5697
27;21;01;01;Chaudenay-la-Ville;41;6;47
27;21;01;01;Chaudenay-le-Château;49;0;49
27;21;03;05;Chaugey;16;0;16
27;21;02;21;Chaume-et-Courchamp;179;5;184
27;21;03;05;La Chaume;99;4;103
27;21;03;05;Chaume-lès-Baigneux;99;1;100
27;21;03;05;Chaumont-le-Bois;79;5;84
27;21;01;20;Chaux;483;8;491
27;21;02;16;Chazeuil;192;5;197
27;21;01;01;Chazilly;143;3;146
27;21;03;05;Chemin-d'Aisey;74;4;78
27;21;02;06;Chenôve;14025;191;14216
27;21;02;21;Cheuge;123;4;127
27;21;03;22;Chevannay;40;0;40
27;21;01;18;Chevannes;161;4;165
27;21;01;17;Chevigny-en-Valière;378;5;383
27;21;02;07;Chevigny-Saint-Sauveur;11123;210;11333
27;21;01;04;Chivres;304;6;310
27;21;01;17;Chorey-les-Beaune;639;15;654
27;21;02;02;Cirey-lès-Pontailler;193;1;194
27;21;01;01;Civry-en-Montagne;123;2;125
27;21;03;22;Clamerey;180;1;181
27;21;01;18;Valforêt;306;10;316
27;21;02;14;Clénay;898;10;908
27;21;02;02;Cléry;153;4;157
27;21;01;01;Clomot;141;2;143
27;21;01;18;Collonges-lès-Bévy;95;1;96
27;21;02;15;Collonges-et-Premières;1055;13;1068
27;21;01;01;Colombier;70;0;70
27;21;01;17;Combertault;529;20;549
27;21;01;20;Comblanchien;616;17;633
27;21;01;01;Commarin;123;4;127
27;21;01;17;Corberon;436;9;445
27;21;01;17;Corcelles-les-Arts;442;19;461
27;21;01;20;Corcelles-lès-Cîteaux;811;24;835
27;21;02;13;Corcelles-les-Monts;625;10;635
27;21;01;17;Corgengoux;366;16;382
27;21;01;20;Corgoloin;936;12;948
27;21;01;01;Cormot-Vauchignon;219;4;223
27;21;01;17;Corpeau;977;16;993
27;21;03;19;Corpoyer-la-Chapelle;32;0;32
27;21;03;22;Corrombles;255;3;258
27;21;03;22;Corsaint;160;2;162
27;21;01;18;Couchey;1110;25;1135
27;21;03;05;Coulmier-le-Sec;247;5;252
27;21;03;05;Courban;148;1;149
27;21;03;22;Courcelles-Frémoy;122;2;124
27;21;03;19;Courcelles-lès-Montbard;86;1;87
27;21;03;22;Courcelles-lès-Semur;240;6;246
27;21;02;16;Courlon;79;4;83
27;21;02;16;Courtivron;166;4;170
27;21;02;21;Couternon;1912;41;1953
27;21;01;01;Créancey;526;5;531
27;21;02;16;Crécey-sur-Tille;131;2;133
27;21;03;19;Crépand;322;4;326
27;21;01;01;Crugey;170;4;174
27;21;02;21;Cuiserey;185;0;185
27;21;01;01;Culètre;105;2;107
27;21;01;18;Curley;133;4;137
27;21;02;14;Curtil-Saint-Seine;116;0;116
27;21;01;18;Curtil-Vergy;141;0;141
27;21;02;16;Cussey-les-Forges;144;3;147
27;21;01;01;Cussy-la-Colonne;40;2;42
27;21;01;01;Cussy-le-Châtel;118;3;121
27;21;02;14;Daix;1537;36;1573
27;21;03;22;Dampierre-en-Montagne;65;4;69
27;21;02;21;Dampierre-et-Flée;131;2;133
27;21;03;19;Darcey;343;11;354
27;21;02;14;Darois;505;7;512
27;21;01;18;Détain-et-Bruant;143;0;143
27;21;01;01;Diancey;91;2;93
27;21;02;16;Diénay;377;8;385
27;21;02;99;Dijon;158002;3378;161380
27;21;03;22;Dompierre-en-Morvan;203;5;208
27;21;02;02;Drambon;200;1;201
27;21;02;23;Drée;61;3;64
27;21;03;05;Duesme;53;1;54
27;21;01;17;Ebaty;253;6;259
27;21;03;05;Echalot;95;3;98
27;21;02;23;Echannay;132;2;134
27;21;01;04;Echenon;781;11;792
27;21;02;16;Echevannes;313;2;315
27;21;01;17;Echevronne;292;16;308
27;21;02;15;Echigey;298;4;302
27;21;01;01;Ecutigny;73;4;77
27;21;01;01;Eguilly;67;0;67
27;21;02;16;Epagny;318;3;321
27;21;01;20;Epernay-sous-Gevrey;182;3;185
27;21;03;22;Epoisses;798;13;811
27;21;03;19;Eringes;61;1;62
27;21;01;04;Esbarres;677;20;697
27;21;03;05;Essarois;86;2;88
27;21;01;01;Essey;280;27;307
27;21;03;19;Etais;79;4;83
27;21;03;05;Etalante;138;4;142
27;21;01;18;L'Etang-Vergy;208;10;218
27;21;02;14;Etaules;325;3;328
27;21;02;02;Etevaux;314;7;321
27;21;03;05;Etormay;68;2;70
27;21;03;05;Etrochey;225;3;228
27;21;03;19;Fain-lès-Montbard;287;10;297
27;21;03;19;Fain-lès-Moutiers;152;4;156
27;21;02;15;Fauverney;619;11;630
27;21;03;05;Faverolles-lès-Lucey;30;0;30
27;21;02;18;Fénay;1660;41;1701
27;21;01;01;Le Fête;43;0;43
27;21;01;18;Fixin;750;21;771
27;21;02;14;Flacey;192;1;193
27;21;01;20;Flagey-Echézeaux;495;13;508
27;21;02;02;Flagey-lès-Auxonne;190;3;193
27;21;02;02;Flammerans;445;9;454
27;21;02;13;Flavignerot;206;7;213
27;21;03;19;Flavigny-sur-Ozerain;283;3;286
27;21;03;22;Le Val-Larrey;267;4;271
27;21;02;23;Fleurey-sur-Ouche;1402;18;1420
27;21;01;01;Foissy;165;3;168
27;21;02;16;Foncegrive;133;3;136
27;21;03;05;Fontaines-en-Duesmois;118;4;122
27;21;02;21;Fontaine-Française;886;19;905
27;21;02;14;Fontaine-lès-Dijon;8800;204;9004
27;21;03;19;Fontaines-les-Sèches;25;0;25
27;21;03;22;Fontangy;133;6;139
27;21;02;21;Fontenelle;170;2;172
27;21;03;22;Forléans;101;2;103
27;21;02;16;Fraignot-et-Vesvrotte;65;1;66
27;21;02;16;Francheville;292;4;296
27;21;01;04;Franxault;497;5;502
27;21;02;16;Frénois;88;1;89
27;21;03;19;Fresnes;159;7;166
27;21;03;19;Frôlois;162;1;163
27;21;01;20;Fussey;118;8;126
27;21;02;16;Gemeaux;901;13;914
27;21;03;22;Genay;365;10;375
27;21;02;15;Genlis;5231;44;5275
27;21;02;23;Gergueil;118;0;118
27;21;01;20;Gerland;433;5;438
27;21;01;18;Gevrey-Chambertin;3048;41;3089
27;21;03;05;Gevrolles;177;1;178
27;21;01;20;Gilly-lès-Cîteaux;720;6;726
27;21;03;22;Gissey-le-Vieil;108;3;111
27;21;03;19;Gissey-sous-Flavigny;88;1;89
27;21;02;23;Gissey-sur-Ouche;354;9;363
27;21;01;04;Glanon;267;2;269
27;21;03;05;Gomméville;124;2;126
27;21;03;05;Les Goulles;9;0;9
27;21;02;16;Grancey-le-Château-Neuvelle;255;9;264
27;21;03;05;Grancey-sur-Ource;196;2;198
27;21;02;23;Grenant-lès-Sombernon;210;3;213
27;21;03;19;Grésigny-Sainte-Reine;142;2;144
27;21;03;19;Grignon;203;12;215
27;21;03;05;Griselles;83;3;86
27;21;02;23;Grosbois-en-Montagne;113;2;115
27;21;01;04;Grosbois-lès-Tichey;73;1;74
27;21;03;05;Gurgy-la-Ville;26;3;29
27;21;03;05;Gurgy-le-Château;46;0;46
27;21;03;19;Hauteroche;79;2;81
27;21;02;14;Hauteville-lès-Dijon;1227;16;1243
27;21;02;02;Heuilley-sur-Saône;327;5;332
27;21;02;16;Is-sur-Tille;4405;57;4462
27;21;02;15;Izeure;894;13;907
27;21;02;15;Izier;790;14;804
27;21;03;19;Jailly-les-Moulins;77;2;79
27;21;01;04;Jallanges;313;14;327
27;21;02;21;Jancigny;138;4;142
27;21;03;22;Jeux-lès-Bard;51;1;52
27;21;01;01;Jouey;183;2;185
27;21;03;05;Jours-lès-Baigneux;73;4;77
27;21;01;01;Val-Mont;255;4;259
27;21;03;22;Juillenay;47;0;47
27;21;03;22;Juilly;42;2;44
27;21;02;15;Labergement-Foigney;373;3;376
27;21;02;02;Labergement-lès-Auxonne;330;4;334
27;21;01;04;Labergement-lès-Seurre;996;22;1018
27;21;01;04;Labruyère;228;5;233
27;21;01;01;Lacanche;512;12;524
27;21;03;22;Lacour-d'Arcenay;115;3;118
27;21;03;05;Laignes;673;13;686
27;21;02;02;Lamarche-sur-Saône;1350;13;1363
27;21;02;16;Lamargelle;163;3;166
27;21;02;23;Lantenay;511;19;530
27;21;01;04;Lanthes;250;5;255
27;21;03;22;Lantilly;105;4;109
27;21;01;04;Laperrière-sur-Saône;437;9;446
27;21;03;05;Larrey;95;1;96
27;21;01;04;Lechâtelet;216;5;221
27;21;02;16;Léry;188;3;191
27;21;03;05;Leuglay;299;3;302
27;21;01;17;Levernois;337;17;354
27;21;02;21;Licey-sur-Vingeanne;102;1;103
27;21;01;01;Liernais;491;8;499
27;21;03;05;Lignerolles;54;1;55
27;21;02;15;Longchamp;1164;120;1284
27;21;02;15;Longeault-Pluvault;1137;16;1153
27;21;02;15;Longecourt-en-Plaine;1237;27;1264
27;21;01;01;Longecourt-lès-Culêtre;53;0;53
27;21;02;18;Longvic;8545;127;8672
27;21;01;04;Losne;1596;36;1632
27;21;03;05;Louesme;113;3;116
27;21;03;19;Lucenay-le-Duc;183;4;187
27;21;03;05;Lucey;58;3;61
27;21;01;01;Lusigny-sur-Ouche;116;3;119
27;21;02;16;Lux;516;12;528
27;21;01;01;Maconge;132;3;135
27;21;01;01;Magnien;318;6;324
27;21;03;05;Magny-Lambert;83;3;86
27;21;03;22;Magny-la-Ville;79;0;79
27;21;01;04;Magny-lès-Aubigny;214;3;217
27;21;02;02;Magny-Montarlot;260;2;262
27;21;01;20;Magny-lès-Villers;244;13;257
27;21;02;21;Magny-Saint-Médard;316;4;320
27;21;02;07;Magny-sur-Tille;902;18;920
27;21;02;02;Les Maillys;808;19;827
27;21;03;05;Maisey-le-Duc;83;5;88
27;21;02;23;Mâlain;783;15;798
27;21;01;01;Maligny;191;6;197
27;21;01;01;Manlay;187;5;192
27;21;02;02;Marandeuil;104;1;105
27;21;03;22;Marcellois;47;0;47
27;21;03;05;Marcenay;93;2;95
27;21;01;01;Marcheseuil;160;1;161
27;21;03;22;Marcigny-sous-Thil;56;2;58
27;21;03;22;Marcilly-et-Dracy;92;4;96
27;21;01;01;Marcilly-Ogny;192;3;195
27;21;02;16;Marcilly-sur-Tille;1688;21;1709
27;21;01;20;Marey-lès-Fussey;56;5;61
27;21;02;16;Marey-sur-Tille;325;8;333
27;21;03;19;Marigny-le-CahouÃ«t;323;12;335
27;21;01;17;Marigny-lès-Reullée;220;5;225
27;21;02;15;Marliens;596;11;607
27;21;03;19;Marmagne;207;1;208
27;21;02;06;Marsannay-la-Côte;5311;76;5387
27;21;02;16;Marsannay-le-Bois;843;10;853
27;21;01;01;Martrois;60;1;61
27;21;03;05;Massingy;153;8;161
27;21;03;22;Massingy-lès-Semur;158;4;162
27;21;03;22;Massingy-lès-Vitteaux;91;1;92
27;21;03;05;Mauvilly;69;2;71
27;21;01;17;Mavilly-Mandelot;179;3;182
27;21;02;02;Maxilly-sur-Saône;361;8;369
27;21;01;01;Meilly-sur-Rouvres;213;2;215
27;21;02;16;Le Meix;48;0;48
27;21;01;17;Meloisey;320;5;325
27;21;03;05;Menesble;9;0;9
27;21;01;01;Ménessaire;86;1;87
27;21;03;19;Ménétreux-le-Pitois;420;16;436
27;21;01;17;Merceuil;807;22;829
27;21;02;23;Mesmont;248;2;250
27;21;01;18;Messanges;236;11;247
27;21;02;14;Messigny-et-Vantoux;1690;29;1719
27;21;01;20;Meuilley;462;13;475
27;21;03;05;Meulson;30;2;32
27;21;01;17;Meursanges;567;18;585
27;21;01;17;Meursault;1408;45;1453
27;21;03;22;Millery;397;15;412
27;21;01;01;Mimeure;315;9;324
27;21;03;05;Minot;178;5;183
27;21;02;21;Mirebeau-sur-Bèze;2008;37;2045
27;21;03;22;Missery;108;0;108
27;21;03;05;Moitron;59;4;63
27;21;03;05;Molesme;264;5;269
27;21;01;01;Molinot;161;3;164
27;21;02;16;Moloy;233;3;236
27;21;03;22;Molphey;130;4;134
27;21;01;17;Montagny-lès-Beaune;747;23;770
27;21;01;04;Montagny-lès-Seurre;111;2;113
27;21;03;19;Montbard;4848;132;4980
27;21;03;22;Montberthault;206;3;209
27;21;01;01;Montceau-et-Echarnant;188;5;193
27;21;01;17;Monthelie;166;4;170
27;21;03;19;Montigny-Montfort;296;6;302
27;21;03;22;Montigny-Saint-Barthélemy;85;5;90
27;21;03;22;Montigny-sur-Armançon;147;5;152
27;21;03;05;Montigny-sur-Aube;253;4;257
27;21;02;21;Montigny-Mornay-Villeneuve-sur-Vingeanne;386;7;393
27;21;03;22;Montlay-en-Auxois;192;1;193
27;21;03;05;Montliot-et-Courcelles;301;6;307
27;21;01;04;Montmain;156;3;159
27;21;02;02;Montmançon;243;5;248
27;21;03;05;Montmoyen;74;3;77
27;21;02;23;Montoillot;88;0;88
27;21;01;04;Montot;194;5;199
27;21;01;01;Mont-Saint-Jean;239;7;246
27;21;01;18;Morey-Saint-Denis;664;11;675
27;21;03;05;Mosson;69;0;69
27;21;03;22;La Motte-Ternant;144;2;146
27;21;03;19;Moutiers-Saint-Jean;261;5;266
27;21;01;01;Musigny;81;0;81
27;21;03;19;Mussy-la-Fosse;87;1;88
27;21;03;22;Nan-sous-Thil;182;3;185
27;21;01;17;Nantoux;166;5;171
27;21;03;19;Nesle-et-Massoult;76;3;79
27;21;02;07;Neuilly-Crimolois;3036;34;3070
27;21;03;05;Nicey;111;0;111
27;21;03;05;Nod-sur-Seine;199;8;207
27;21;03;19;Nogent-lès-Montbard;153;8;161
27;21;03;22;Noidan;73;5;78
27;21;01;20;Noiron-sous-Gevrey;1153;16;1169
27;21;02;21;Noiron-sur-Bèze;233;5;238
27;21;03;05;Noiron-sur-Seine;65;1;66
27;21;01;01;Nolay;1435;22;1457
27;21;02;14;Norges-la-Ville;948;18;966
27;21;03;22;Normier;56;1;57
27;21;01;20;Nuits-Saint-Georges;5362;91;5453
27;21;03;05;Obtrée;77;1;78
27;21;03;05;Oigny;40;4;44
27;21;02;21;Oisilly;128;4;132
27;21;02;21;Orain;88;1;89
27;21;02;14;Orgeux;459;13;472
27;21;03;05;Origny;51;3;54
27;21;03;05;Orret;15;0;15
27;21;02;16;Orville;170;1;171
27;21;02;18;Ouges;1604;11;1615
27;21;01;04;Pagny-la-Ville;415;11;426
27;21;01;04;Pagny-le-Château;506;10;516
27;21;01;01;Painblanc;163;5;168
27;21;02;14;Panges;83;2;85
27;21;02;23;Pasques;285;5;290
27;21;02;16;Pellerey;90;1;91
27;21;01;17;Pernand-Vergelesses;236;9;245
27;21;02;18;Perrigny-lès-Dijon;2138;33;2171
27;21;02;02;Perrigny-sur-l'Ognon;635;15;650
27;21;02;16;Pichanges;294;5;299
27;21;03;19;Planay;65;5;70
27;21;02;23;Plombières-lès-Dijon;2542;46;2588
27;21;02;15;Pluvet;411;3;414
27;21;03;05;Poinçon-lès-Larrey;192;2;194
27;21;02;16;Poiseul-la-Grange;55;4;59
27;21;03;05;Poiseul-la-Ville-et-Laperrière;157;7;164
27;21;02;16;Poiseul-lès-Saulx;69;1;70
27;21;01;17;Pommard;454;12;466
27;21;02;02;Poncey-lès-Athée;571;7;578
27;21;02;16;Poncey-sur-l'Ignon;83;0;83
27;21;02;02;Pont;155;1;156
27;21;02;02;Pontailler-sur-Saône;1301;20;1321
27;21;03;22;Pont-et-Massène;173;15;188
27;21;03;22;Posanges;49;2;51
27;21;03;05;Pothières;203;4;207
27;21;03;19;Pouillenay;551;9;560
27;21;01;01;Pouilly-en-Auxois;1537;119;1656
27;21;01;04;Pouilly-sur-Saône;602;7;609
27;21;02;21;Pouilly-sur-Vingeanne;132;4;136
27;21;02;23;Prâlon;91;3;94
27;21;03;22;Précy-sous-Thil;710;10;720
27;21;01;20;Premeaux-Prissey;373;5;378
27;21;02;14;Prenois;446;8;454
27;21;03;05;Prusly-sur-Ource;155;1;156
27;21;03;05;Puits;128;4;132
27;21;01;17;Puligny-Montrachet;383;10;393
27;21;03;05;Quemigny-sur-Seine;102;3;105
27;21;02;07;Quetigny;9099;381;9480
27;21;03;19;Quincerot;77;4;81
27;21;01;20;Quincey;507;12;519
27;21;03;19;Quincy-le-Vicomte;204;2;206
27;21;03;05;Recey-sur-Ource;351;8;359
27;21;02;23;Remilly-en-Montagne;151;0;151
27;21;02;21;Remilly-sur-Tille;892;11;903
27;21;02;21;Renève;447;5;452
27;21;01;18;Reulle-Vergy;150;2;152
27;21;03;05;Riel-les-Eaux;92;0;92
27;21;03;22;La Roche-en-Brenil;889;14;903
27;21;03;05;Rochefort-sur-Brévon;41;0;41
27;21;01;01;La Rochepot;285;9;294
27;21;03;19;La Roche-Vanneau;141;2;143
27;21;03;22;Roilly;49;1;50
27;21;03;19;Rougemont;149;1;150
27;21;03;22;Rouvray;484;5;489
27;21;02;15;Rouvres-en-Plaine;1155;11;1166
27;21;01;01;Rouvres-sous-Meilly;87;3;90
27;21;01;17;Ruffey-lès-Beaune;731;42;773
27;21;02;14;Ruffey-lès-Echirey;1328;10;1338
27;21;02;16;Sacquenay;291;11;302
27;21;03;22;Saffres;115;2;117
27;21;03;22;Saint-Andeux;118;4;122
27;21;02;23;Saint-Anthot;56;1;57
27;21;02;21;Saint-Apollinaire;7546;101;7647
27;21;01;17;Saint-Aubin;221;8;229
27;21;01;20;Saint-Bernard;450;0;450
27;21;03;05;Saint-Broing-les-Moines;193;8;201
27;21;03;22;Sainte-Colombe-en-Auxois;58;6;64
27;21;03;05;Sainte-Colombe-sur-Seine;929;15;944
27;21;03;22;Saint-Didier;207;4;211
27;21;03;22;Saint-Euphrône;199;3;202
27;21;03;22;Saint-Germain-de-Modéon;182;3;185
27;21;03;05;Saint-Germain-le-Rocheux;82;4;86
27;21;03;19;Saint-Germain-lès-Senailly;131;5;136
27;21;03;22;Saint-Hélier;36;1;37
27;21;02;23;Saint-Jean-de-BÅ“uf;109;3;112
27;21;01;04;Saint-Jean-de-Losne;1063;7;1070
27;21;02;14;Saint-Julien;1500;21;1521
27;21;02;02;Saint-Léger-Triey;243;3;246
27;21;03;05;Saint-Marc-sur-Seine;109;3;112
27;21;01;17;Sainte-Marie-la-Blanche;900;31;931
27;21;02;23;Sainte-Marie-sur-Ouche;692;11;703
27;21;01;01;Saint-Martin-de-la-Mer;300;2;302
27;21;02;14;Saint-Martin-du-Mont;453;1;454
27;21;02;21;Saint-Maurice-sur-Vingeanne;198;6;204
27;21;03;22;Saint-Mesmin;121;2;123
27;21;01;20;Saint-Nicolas-lès-Cîteaux;407;9;416
27;21;01;20;Saint-Philibert;508;8;516
27;21;01;01;Saint-Pierre-en-Vaux;142;3;145
27;21;01;01;Saint-Prix-lès-Arnay;215;5;220
27;21;03;19;Saint-Rémy;691;11;702
27;21;01;17;Saint-Romain;220;6;226
27;21;01;01;Sainte-Sabine;169;16;185
27;21;02;02;Saint-Sauveur;238;2;240
27;21;01;04;Saint-Seine-en-Bâche;399;5;404
27;21;02;14;Saint-Seine-l'Abbaye;372;3;375
27;21;02;21;Saint-Seine-sur-Vingeanne;386;9;395
27;21;01;04;Saint-Symphorien-sur-Saône;344;4;348
27;21;03;22;Saint-Thibault;161;4;165
27;21;01;04;Saint-Usage;1344;25;1369
27;21;02;23;Saint-Victor-sur-Ouche;322;4;326
27;21;02;16;Salives;208;6;214
27;21;03;19;Salmaise;135;2;137
27;21;01;04;Samerey;145;2;147
27;21;01;17;Santenay;908;12;920
27;21;01;01;Santosse;55;2;57
27;21;03;22;Saulieu;2372;109;2481
27;21;01;20;Saulon-la-Chapelle;969;14;983
27;21;01;20;Saulon-la-Rue;718;10;728
27;21;02;16;Saulx-le-Duc;246;4;250
27;21;01;01;Saussey;68;1;69
27;21;02;14;Saussy;102;1;103
27;21;01;17;Savigny-lès-Beaune;1288;41;1329
27;21;02;14;Savigny-le-Sec;861;14;875
27;21;02;23;Savigny-sous-Mâlain;228;11;239
27;21;01;01;Savilly;79;1;80
27;21;03;05;Savoisy;193;3;196
27;21;02;21;Savolles;163;4;167
27;21;01;20;Savouges;385;6;391
27;21;01;18;Segrois;53;1;54
27;21;03;19;Seigny;174;2;176
27;21;02;16;Selongey;2407;34;2441
27;21;01;01;Semarey;124;4;128
27;21;01;18;Semezanges;96;4;100
27;21;03;05;Semond;26;0;26
27;21;03;22;Semur-en-Auxois;4120;353;4473
27;21;03;19;Senailly;140;4;144
27;21;02;07;Sennecey-lès-Dijon;1966;52;2018
27;21;01;17;Ladoix-Serrigny;1809;46;1855
27;21;01;04;Seurre;2310;22;2332
27;21;03;22;Sincey-lès-Rouvray;98;4;102
27;21;02;02;Soirans;497;7;504
27;21;02;02;Soissons-sur-Nacey;362;7;369
27;21;02;23;Sombernon;915;13;928
27;21;03;22;Souhey;87;1;88
27;21;03;22;Soussey-sur-Brionne;157;8;165
27;21;02;16;Spoy;399;4;403
27;21;01;01;Sussey;241;8;249
27;21;01;17;Tailly;190;7;197
27;21;02;23;Talant;11713;226;11939
27;21;02;02;Talmay;579;8;587
27;21;02;21;Tanay;218;6;224
27;21;02;16;Tarsul;159;5;164
27;21;02;15;Tart-le-Bas;255;4;259
27;21;02;15;Tart;1578;34;1612
27;21;02;02;Tellecey;141;1;142
27;21;01;18;Ternant;81;3;84
27;21;03;05;Terrefondrée;60;2;62
27;21;03;19;Thenissey;95;9;104
27;21;03;05;Thoires;65;0;65
27;21;03;22;Thoisy-la-Berchère;305;5;310
27;21;01;01;Thoisy-le-Désert;213;8;221
27;21;01;01;Thomirey;54;0;54
27;21;02;15;Thorey-en-Plaine;1040;31;1071
27;21;03;22;Thorey-sous-Charny;188;1;189
27;21;01;01;Thorey-sur-Ouche;137;0;137
27;21;03;22;Thoste;104;6;110
27;21;01;01;Thury;254;8;262
27;21;01;04;Tichey;213;3;216
27;21;02;16;Til-Châtel;1138;7;1145
27;21;02;02;Tillenay;746;14;760
27;21;03;22;Torcy-et-Pouligny;215;5;220
27;21;03;19;Touillon;457;12;469
27;21;03;22;Toutry;423;8;431
27;21;02;02;Tréclun;445;8;453
27;21;02;21;Trochères;170;4;174
27;21;01;04;Trouhans;598;16;614
27;21;02;14;Trouhaut;123;3;126
27;21;01;04;Trugny;119;1;120
27;21;02;14;Turcey;175;1;176
27;21;03;22;Uncey-le-Franc;53;0;53
27;21;01;18;Urcy;149;4;153
27;21;02;14;Val-Suzon;202;4;206
27;21;01;01;Vandenesse-en-Auxois;297;7;304
27;21;03;05;Vannaire;51;2;53
27;21;03;05;Vanvey;232;10;242
27;21;02;15;Varanges;697;11;708
27;21;02;21;Varois-et-Chaignot;1944;49;1993
27;21;02;16;Vaux-Saules;168;10;178
27;21;01;01;Veilly;49;1;50
27;21;02;23;Velars-sur-Ouche;1744;26;1770
27;21;03;22;Velogny;33;0;33
27;21;03;19;Venarey-les-Laumes;2846;37;2883
27;21;03;19;Verdonnet;82;4;86
27;21;02;16;Vernois-lès-Vesvres;170;0;170
27;21;02;16;Vernot;94;3;97
27;21;02;16;Véronnes;399;7;406
27;21;02;23;Verrey-sous-Drée;81;0;81
27;21;03;19;Verrey-sous-Salmaise;281;4;285
27;21;03;05;Vertault;52;1;53
27;21;03;22;Vesvres;28;1;29
27;21;01;01;Veuvey-sur-Ouche;215;2;217
27;21;03;05;Veuxhaulles-sur-Aube;201;3;204
27;21;01;01;Vianges;39;1;40
27;21;03;22;Vic-de-Chassenay;215;5;220
27;21;01;01;Vic-des-Prés;116;1;117
27;21;03;22;Vic-sous-Thil;185;3;188
27;21;02;23;Vieilmoulin;129;2;131
27;21;02;02;Vielverge;504;7;511
27;21;03;22;Vieux-Château;86;1;87
27;21;02;21;Viévigne;269;1;270
27;21;01;01;Viévy;356;3;359
27;21;01;17;Vignoles;951;49;1000
27;21;03;05;Villaines-en-Duesmois;252;6;258
27;21;03;19;Villaines-les-Prévôtes;144;2;146
27;21;03;22;Villargoix;139;5;144
27;21;01;20;Villars-Fontaine;113;4;117
27;21;03;22;Villars-et-Villenotte;168;7;175
27;21;03;22;Villeberny;92;2;94
27;21;01;20;Villebichot;396;7;403
27;21;02;16;Villecomte;252;4;256
27;21;03;05;Villedieu;69;1;70
27;21;03;22;Villeferry;26;0;26
27;21;03;19;La Villeneuve-les-Convers;60;1;61
27;21;03;22;Villeneuve-sous-Charigny;96;2;98
27;21;01;20;Villers-la-Faye;385;9;394
27;21;02;02;Villers-les-Pots;1167;13;1180
27;21;03;05;Villers-Patras;86;3;89
27;21;02;02;Villers-Rotin;126;5;131
27;21;02;16;Villey-sur-Tille;266;7;273
27;21;01;01;Villiers-en-Morvan;48;0;48
27;21;03;05;Villiers-le-Duc;100;0;100
27;21;02;14;Villotte-Saint-Seine;77;1;78
27;21;03;05;Villotte-sur-Ource;104;1;105
27;21;03;22;Villy-en-Auxois;217;4;221
27;21;01;20;Villy-le-Moutier;331;12;343
27;21;03;19;Viserny;178;2;180
27;21;03;22;Vitteaux;1064;18;1082
27;21;03;05;Vix;102;4;106
27;21;01;17;Volnay;233;15;248
27;21;02;02;Vonges;342;5;347
27;21;01;20;Vosne-Romanée;339;9;348
27;21;01;01;Voudenay;192;1;193
27;21;01;20;Vougeot;171;5;176
27;21;03;05;Voulaines-les-Templiers;276;11;287
53;22;04;10;Allineuc;599;18;617
53;22;04;06;Andel;1144;36;1180
53;22;01;04;Aucaleuc;928;77;1005
53;22;02;01;Bégard;4809;92;4901
53;22;02;03;Belle-Isle-en-Terre;1026;16;1042
53;22;03;01;Berhet;268;9;277
53;22;01;08;Bobital;1125;40;1165
53;22;04;13;Le Bodéo;160;1;161
53;22;02;15;Boqueho;1062;27;1089
53;22;04;17;La Bouillie;881;17;898
53;22;02;03;Bourbriac;2122;44;2166
53;22;01;14;Bourseul;1165;29;1194
53;22;04;16;Bréhand;1680;30;1710
53;22;04;11;ÃŽle-de-Bréhat;352;6;358
53;22;02;01;Brélidy;295;5;300
53;22;02;15;Bringolo;488;13;501
53;22;01;02;Broons;2902;68;2970
53;22;01;08;Brusvily;1176;25;1201
53;22;02;03;Bulat-Pestivien;421;1;422
53;22;02;03;Calanhel;227;1;228
53;22;02;03;Callac;2229;33;2262
53;22;01;08;Calorguen;744;8;752
53;22;04;09;Le Cambout;417;12;429
53;22;03;27;Camlez;841;25;866
53;22;02;23;Canihuel;348;13;361
53;22;03;01;CaouÃ«nnec-Lanvézéac;889;21;910
53;22;02;03;CarnoÃ«t;653;9;662
53;22;01;02;Caulnes;2495;144;2639
53;22;04;10;Caurel;359;11;370
53;22;03;01;Cavan;1532;58;1590
