CODREG;CODDEP;CODARR;CODCAN;COM;PMUN;PCAP;PTOT
84;01;02;08;L'Abergement-Clémenciat;779;19;798
84;01;01;01;L'Abergement-de-Varey;256;1;257
84;01;01;01;Ambérieu-en-Bugey;14134;380;14514
84;01;02;22;Ambérieux-en-Dombes;1751;25;1776
84;01;01;04;Ambléon;112;6;118
84;01;01;01;Ambronay;2800;115;2915
84;01;01;01;Ambutrix;762;15;777
84;01;01;04;Andert-et-Condon;326;9;335
84;01;01;10;Anglefort;1105;17;1122
84;01;04;14;Apremont;368;11;379
84;01;01;10;Aranc;329;4;333
84;01;01;01;Arandas;143;4;147
84;01;04;15;Arbent;3349;93;3442
84;01;01;04;Arboys en Bugey;650;17;667
84;01;02;17;Arbigny;460;9;469
84;01;01;01;Argis;457;16;473
84;01;01;10;Armix;27;4;31
84;01;02;22;Ars-sur-Formans;1457;28;1485
84;01;01;10;Artemare;1249;18;1267
84;01;02;17;Asnières-sur-Saône;76;0;76
84;01;02;02;Attignat;3251;65;3316
84;01;02;17;Bâgé-Dommartin;4065;106;4171
84;01;02;17;Bâgé-le-Châtel;973;68;1041
84;01;02;12;Balan;2563;52;2615
84;01;02;22;Baneins;617;17;634
84;01;02;18;Beaupont;685;8;693
84;01;02;21;Beauregard;829;15;844
84;01;04;14;Bellignat;3652;234;3886
84;01;02;12;Béligneux;3376;29;3405
84;01;04;03;Valserhône;16378;350;16728
84;01;01;04;Belley;9182;400;9582
84;01;04;14;Belleydoux;310;8;318
84;01;01;10;Valromey-sur-Séran;1326;19;1345
84;01;01;11;Bénonces;308;4;312
84;01;02;18;Bény;754;21;775
84;01;01;10;Béon;443;8;451
84;01;02;02;Béréziat;486;10;496
84;01;01;01;Bettant;748;21;769
84;01;02;23;Bey;291;14;305
84;01;02;13;Beynost;4754;113;4867
84;01;04;03;Billiat;632;16;648
84;01;02;22;Birieux;283;4;287
84;01;02;23;Biziat;895;8;903
84;01;01;11;Blyes;1182;32;1214
84;01;02;13;La Boisse;3283;73;3356
84;01;02;17;Boissey;365;4;369
84;01;04;16;Bolozon;91;1;92
84;01;02;22;Bouligneux;328;6;334
84;01;02;99;Bourg-en-Bresse;41111;1742;42853
84;01;01;12;Bourg-Saint-Christophe;1457;32;1489
84;01;04;16;Boyeux-Saint-Jérôme;349;5;354
84;01;02;17;Boz;519;16;535
84;01;01;04;Brégnier-Cordon;828;21;849
84;01;04;10;Brénod;493;21;514
84;01;01;04;Brens;1144;35;1179
84;01;02;12;Bressolles;934;22;956
84;01;04;14;Brion;533;7;540
84;01;01;11;Briord;1070;20;1090
84;01;02;02;Buellas;1812;64;1876
84;01;01;04;La Burbanche;89;1;90
84;01;04;16;Ceignes;255;13;268
84;01;04;16;Cerdon;775;15;790
84;01;02;07;Certines;1503;39;1542
84;01;03;09;Cessy;4808;117;4925
84;01;02;07;Ceyzériat;3194;62;3256
84;01;01;04;Ceyzérieu;1000;25;1025
84;01;02;07;Chalamont;2589;35;2624
84;01;02;22;Chaleins;1382;31;1413
84;01;01;10;Chaley;125;3;128
84;01;04;16;Challes-la-Montagne;196;3;199
84;01;03;20;Challex;1557;33;1590
84;01;01;10;Champagne-en-Valromey;811;31;842
84;01;01;10;Champdor-Corcelles;643;14;657
84;01;04;03;Champfromier;735;21;756
84;01;04;03;Chanay;628;14;642
84;01;02;22;Chaneins;927;17;944
84;01;02;23;Chanoz-Châtenay;895;18;913
84;01;02;08;La Chapelle-du-Châtelard;400;5;405
84;01;04;14;Charix;282;10;292
84;01;01;11;Charnoz-sur-Ain;903;27;930
84;01;01;01;Château-Gaillard;2253;50;2303
84;01;02;07;Châtenay;356;6;362
84;01;02;07;Châtillon-la-Palud;1604;58;1662
84;01;02;08;Châtillon-sur-Chalaronne;4931;203;5134
84;01;02;17;Chavannes-sur-Reyssouze;761;12;773
84;01;02;18;Nivigne et Suran;853;12;865
84;01;02;23;Chaveyriat;1034;30;1064
84;01;01;04;Chazey-Bons;1159;36;1195
84;01;01;11;Chazey-sur-Ain;1566;57;1623
84;01;01;04;Cheignieu-la-Balme;131;4;135
84;01;04;10;Chevillard;152;7;159
84;01;02;17;Chevroux;961;15;976
84;01;03;20;Chevry;2149;47;2196
84;01;03;20;Chézery-Forens;461;10;471
84;01;02;22;Civrieux;1829;53;1882
84;01;02;18;Cize;179;7;186
84;01;01;01;Cleyzieu;133;4;137
84;01;02;18;Coligny;1176;24;1200
84;01;03;20;Collonges;2226;46;2272
84;01;01;04;Colomieu;156;2;158
84;01;01;01;Conand;132;1;133
84;01;04;10;Condamine;450;12;462
84;01;02;08;Condeissiat;817;12;829
84;01;04;03;Confort;667;12;679
84;01;02;02;Confrançon;1333;30;1363
84;01;01;04;Contrevoz;498;12;510
84;01;01;04;Conzieu;151;2;153
84;01;01;10;Corbonod;1278;32;1310
84;01;01;10;Corlier;116;1;117
84;01;02;23;Cormoranche-sur-Saône;1162;35;1197
84;01;02;18;Cormoz;689;8;697
84;01;02;18;Corveissiat;612;13;625
84;01;02;18;Courmangoux;508;8;516
84;01;02;17;Courtes;305;1;306
84;01;02;07;Crans;291;6;297
84;01;02;02;Bresse Vallons;2363;44;2407
84;01;01;04;Cressin-Rochefort;394;6;400
84;01;02;23;Crottet;1758;45;1803
84;01;03;20;Crozet;2171;64;2235
84;01;02;23;Cruzilles-lès-Mépillat;893;20;913
84;01;01;10;Culoz;3004;64;3068
84;01;02;17;Curciat-Dongalon;444;5;449
84;01;02;02;Curtafond;767;19;786
84;01;01;04;Cuzieu;453;15;468
84;01;02;12;Dagneux;4777;57;4834
84;01;03;09;Divonne-les-Bains;9951;239;10190
84;01;02;07;Dompierre-sur-Veyle;1179;22;1201
84;01;02;08;Dompierre-sur-Chalaronne;436;3;439
84;01;02;18;Domsure;492;3;495
84;01;04;16;Dortan;1879;46;1925
84;01;01;01;Douvres;1076;28;1104
84;01;02;18;Drom;214;5;219
84;01;02;07;Druillat;1146;27;1173
84;01;04;14;Echallon;748;20;768
84;01;03;20;Echenevex;2115;74;2189
84;01;01;10;Evosges;143;4;147
84;01;01;12;Faramans;815;12;827
84;01;02;22;Fareins;2250;42;2292
84;01;03;20;Farges;1048;17;1065
84;01;02;17;Feillens;3365;71;3436
84;01;03;19;Ferney-Voltaire;10026;163;10189
84;01;01;04;Flaxieu;65;3;68
84;01;02;02;Foissiat;2038;35;2073
84;01;02;22;Francheleins;1594;33;1627
84;01;02;21;Frans;2423;61;2484
84;01;02;08;Garnerans;634;24;658
84;01;02;08;Genouilleux;641;22;663
84;01;04;14;Béard-Géovreissiat;1053;28;1081
84;01;04;14;Géovreisset;844;42;886
84;01;03;09;Gex;13121;270;13391
84;01;04;03;Giron;178;2;180
84;01;02;17;Gorrevod;784;23;807
84;01;02;18;Grand-Corent;183;6;189
84;01;02;23;Grièges;1881;52;1933
84;01;03;09;Grilly;839;21;860
84;01;04;14;Groissiat;1241;50;1291
84;01;02;08;Guéreins;1479;29;1508
84;01;02;18;Hautecourt-Romanèche;763;26;789
84;01;01;10;Plateau d'Hauteville;4844;176;5020
84;01;01;10;Haut Valromey;618;21;639
84;01;02;08;Illiat;663;20;683
84;01;04;03;Injoux-Génissiat;1115;26;1141
84;01;01;11;Innimond;87;3;90
84;01;04;10;Izenave;154;4;158
84;01;04;16;Izernore;2277;61;2338
84;01;01;04;Izieu;222;7;229
84;01;02;21;Jassans-Riottier;6346;93;6439
84;01;02;18;Jasseron;1783;54;1837
84;01;02;02;Jayat;1226;13;1239
84;01;02;07;Journans;351;13;364
84;01;01;12;Joyeux;268;3;271
84;01;04;16;Jujurieux;2137;46;2183
84;01;04;16;Labalme;214;5;219
84;01;01;11;Lagnieu;7161;147;7308
84;01;02;23;Laiz;1313;42;1355
84;01;04;14;Le Poizat-Lalleyriat;735;15;750
84;01;04;10;Lantenay;277;6;283
84;01;02;22;Lapeyrouse;317;12;329
84;01;01;04;Lavours;131;4;135
84;01;03;20;Léaz;778;16;794
84;01;03;20;Lélex;228;4;232
84;01;02;07;Lent;1395;35;1430
84;01;02;17;Lescheroux;718;9;727
84;01;01;11;Leyment;1341;29;1370
84;01;04;16;Leyssard;158;6;164
84;01;04;03;Surjoux-Lhopital;140;3;143
84;01;01;11;Lhuis;894;21;915
84;01;01;11;Lompnas;164;3;167
84;01;01;11;Loyettes;3225;31;3256
84;01;02;22;Lurcy;372;8;380
84;01;01;04;Magnieu;643;14;657
84;01;04;14;Maillat;660;14;674
84;01;02;02;Malafretaz;1235;24;1259
84;01;02;17;Mantenay-Montlin;312;7;319
84;01;02;17;Manziat;1948;48;1996
84;01;02;18;Marboz;2276;47;2323
84;01;01;11;Marchamp;130;3;133
84;01;01;04;Marignieu;169;3;172
84;01;02;08;Marlieux;1159;87;1246
84;01;02;02;Marsonnas;1011;29;1040
84;01;04;14;Martignat;1667;65;1732
84;01;02;21;Massieux;2670;56;2726
84;01;01;04;Massignieu-de-Rives;620;14;634
84;01;04;16;Matafelon-Granges;627;16;643
84;01;02;18;Meillonnas;1356;34;1390
84;01;04;16;Mérignat;135;2;137
84;01;02;22;Messimy-sur-Saône;1253;35;1288
84;01;01;12;Meximieux;7923;139;8062
84;01;02;18;Bohas-Meyriat-Rignat;943;21;964
84;01;02;23;Mézériat;2217;36;2253
84;01;03;20;Mijoux;312;14;326
84;01;02;22;Mionnay;2197;54;2251
84;01;02;13;Miribel;10122;151;10273
84;01;02;21;Misérieux;1974;252;2226
84;01;02;08;Mogneneins;786;22;808
84;01;02;07;Montagnat;2116;51;2167
84;01;01;11;Montagnieu;647;12;659
84;01;04;03;Montanges;351;10;361
84;01;02;08;Montceaux;1190;32;1222
84;01;02;02;Montcet;702;16;718
84;01;01;12;Le Montellier;302;5;307
84;01;02;22;Monthieux;668;23;691
84;01;02;12;Montluel;6886;83;6969
84;01;02;08;Montmerle-sur-Saône;3772;87;3859
84;01;02;02;Montracol;1016;20;1036
84;01;04;14;Montréal-la-Cluse;3456;71;3527
84;01;02;02;Montrevel-en-Bresse;2576;42;2618
84;01;04;16;Nurieux-Volognat;1025;23;1048
84;01;01;04;Murs-et-Gélignieux;246;3;249
84;01;04;14;Nantua;3454;135;3589
84;01;02;08;Neuville-les-Dames;1500;20;1520
84;01;04;16;Neuville-sur-Ain;1800;27;1827
84;01;04;14;Les Neyrolles;645;15;660
84;01;02;13;Neyron;2569;50;2619
84;01;02;13;Niévroz;1624;27;1651
84;01;01;01;Nivollet-Montgriffon;117;2;119
84;01;01;01;Oncieu;80;6;86
84;01;01;11;Ordonnaz;138;1;139
84;01;03;19;Ornex;4483;170;4653
84;01;04;10;Outriaz;258;6;264
84;01;04;15;Oyonnax;22456;479;22935
84;01;02;17;Ozan;694;13;707
84;01;02;21;Parcieux;1229;30;1259
84;01;01;04;Parves et Nattages;951;38;989
84;01;03;20;Péron;2717;55;2772
84;01;02;06;Péronnas;6520;291;6811
84;01;01;12;Pérouges;1273;32;1305
84;01;02;23;Perrex;842;7;849
84;01;04;16;Peyriat;148;4;152
84;01;01;04;Peyrieu;886;16;902
84;01;02;08;Peyzieux-sur-Saône;686;13;699
84;01;02;18;Pirajoux;420;8;428
84;01;02;12;Pizay;867;15;882
84;01;04;03;Plagne;150;2;152
84;01;02;07;Le Plantay;584;8;592
84;01;02;02;Polliat;2547;61;2608
84;01;01;04;Pollieu;163;5;168
84;01;04;16;Poncin;1699;36;1735
84;01;04;16;Pont-d'Ain;2924;53;2977
84;01;02;17;Pont-de-Vaux;2213;43;2256
84;01;02;23;Pont-de-Veyle;1641;64;1705
84;01;04;14;Port;836;21;857
84;01;03;20;Pougny;807;14;821
84;01;02;18;Pouillat;85;0;85
84;01;01;04;Prémeyzel;251;4;255
84;01;01;10;Prémillieu;44;0;44
84;01;03;19;Prévessin-MoÃ«ns;8711;239;8950
84;01;04;16;Priay;1729;33;1762
84;01;02;18;Ramasse;330;6;336
84;01;02;22;Rancé;726;17;743
84;01;02;22;Relevant;466;9;475
84;01;02;17;Replonges;3791;91;3882
84;01;02;07;Revonnas;888;29;917
84;01;02;21;Reyrieux;4984;140;5124
84;01;02;17;Reyssouze;989;14;1003
84;01;01;12;Rignieux-le-Franc;1032;18;1050
84;01;02;08;Romans;597;4;601
84;01;01;04;Rossillon;153;6;159
84;01;01;10;Ruffieu;182;6;188
84;01;04;16;Saint-Alban;187;0;187
84;01;02;17;Saint-André-de-Bâgé;779;23;802
84;01;02;22;Saint-André-de-Corcy;3369;59;3428
84;01;02;23;Saint-André-d'Huiriat;658;9;667
84;01;02;08;Saint-André-le-Bouchoux;402;6;408
84;01;02;07;Saint-André-sur-Vieux-Jonc;1174;22;1196
84;01;02;17;Saint-Bénigne;1311;27;1338
84;01;01;04;Groslée-Saint-Benoit;1227;37;1264
84;01;02;21;Saint-Bernard;1463;43;1506
84;01;02;12;Sainte-Croix;554;11;565
84;01;02;23;Saint-Cyr-sur-Menthon;1793;41;1834
84;01;02;06;Saint-Denis-lès-Bourg;5943;166;6109
84;01;01;01;Saint-Denis-en-Bugey;2266;34;2300
84;01;02;02;Saint-Didier-d'Aussiat;858;19;877
84;01;02;21;Saint-Didier-de-Formans;2035;63;2098
84;01;02;08;Saint-Didier-sur-Chalaronne;2938;65;3003
84;01;01;12;Saint-Eloi;503;5;508
84;01;02;18;Saint-Etienne-du-Bois;2542;40;2582
84;01;02;08;Saint-Etienne-sur-Chalaronne;1571;26;1597
84;01;02;17;Saint-Etienne-sur-Reyssouze;583;6;589
84;01;02;21;Sainte-Euphémie;1700;28;1728
84;01;03;19;Saint-Genis-Pouilly;13943;200;14143
84;01;02;23;Saint-Genis-sur-Menthon;486;7;493
84;01;02;08;Saint-Georges-sur-Renon;208;5;213
84;01;04;03;Saint-Germain-de-Joux;502;7;509
84;01;01;04;Saint-Germain-les-Paroisses;429;3;432
84;01;02;08;Saint-Germain-sur-Renon;246;3;249
84;01;03;20;Saint-Jean-de-Gonville;1895;48;1943
84;01;01;11;Saint-Jean-de-Niost;1577;48;1625
84;01;02;22;Saint-Jean-de-Thurigneux;786;15;801
84;01;04;16;Saint-Jean-le-Vieux;1772;70;1842
84;01;02;17;Saint-Jean-sur-Reyssouze;756;7;763
84;01;02;23;Saint-Jean-sur-Veyle;1162;20;1182
84;01;01;11;Sainte-Julie;1082;18;1100
84;01;02;17;Saint-Julien-sur-Reyssouze;746;4;750
84;01;02;23;Saint-Julien-sur-Veyle;838;15;853
84;01;02;07;Saint-Just;942;25;967
84;01;02;23;Saint-Laurent-sur-Saône;1688;28;1716
84;01;02;22;Saint-Marcel;1242;29;1271
84;01;01;04;Saint-Martin-de-Bavel;444;5;449
84;01;04;14;Saint-Martin-du-Frêne;1023;30;1053
84;01;02;07;Saint-Martin-du-Mont;1871;45;1916
84;01;02;02;Saint-Martin-le-Châtel;782;20;802
84;01;02;13;Saint-Maurice-de-Beynost;3962;39;4001
84;01;01;11;Saint-Maurice-de-Gourdans;2645;54;2699
84;01;01;01;Saint-Maurice-de-Rémens;760;11;771
84;01;02;17;Saint-Nizier-le-Bouchoux;632;13;645
84;01;02;07;Saint-Nizier-le-Désert;921;18;939
84;01;02;22;Sainte-Olive;279;2;281
84;01;02;08;Saint-Paul-de-Varax;1562;21;1583
84;01;01;01;Saint-Rambert-en-Bugey;2188;33;2221
84;01;02;06;Saint-Rémy;985;23;1008
84;01;01;11;Saint-Sorlin-en-Bugey;1127;66;1193
84;01;02;02;Saint-Sulpice;256;3;259
84;01;02;17;Saint-Trivier-de-Courtes;1102;9;1111
84;01;02;22;Saint-Trivier-sur-Moignans;1834;43;1877
84;01;01;11;Saint-Vulbas;1246;21;1267
84;01;02;18;Salavre;271;8;279
84;01;04;16;Samognat;656;27;683
84;01;02;08;Sandrans;544;5;549
84;01;01;11;Sault-Brénaz;977;13;990
84;01;03;09;Sauverny;978;19;997
84;01;02;22;Savigneux;1421;17;1438
84;01;03;20;Ségny;2107;51;2158
84;01;01;11;Seillonnaz;139;3;142
84;01;03;20;Sergy;2167;71;2238
84;01;02;17;Sermoyer;652;20;672
84;01;01;11;Serrières-de-Briord;1295;41;1336
84;01;04;16;Serrières-sur-Ain;135;2;137
84;01;02;07;Servas;1280;29;1309
84;01;02;17;Servignat;174;1;175
84;01;01;10;Seyssel;1002;18;1020
84;01;02;18;Simandre-sur-Suran;661;12;673
84;01;04;16;Sonthonnax-la-Montagne;300;7;307
84;01;01;11;Souclin;273;6;279
84;01;02;08;Sulignat;595;12;607
84;01;01;10;Talissieu;499;6;505
84;01;01;10;Tenay;1014;11;1025
84;01;02;13;Thil;1087;27;1114
84;01;03;20;Thoiry;6021;176;6197
84;01;02;08;Thoissey;1690;8;1698
84;01;01;01;Torcieu;729;16;745
84;01;02;07;Tossiat;1355;36;1391
84;01;02;21;Toussieux;1124;21;1145
84;01;02;13;Tramoyes;1776;43;1819
84;01;02;07;La Tranclière;288;7;295
84;01;02;18;Val-Revermont;2538;59;2597
84;01;02;21;Trévoux;6920;164;7084
84;01;02;08;Valeins;126;1;127
84;01;02;02;Vandeins;707;13;720
84;01;04;16;Varambon;619;12;631
84;01;01;01;Vaux-en-Bugey;1227;30;1257
84;01;02;18;Verjon;323;2;325
84;01;02;17;Vernoux;313;4;317
84;01;02;07;Versailleux;472;10;482
84;01;03;09;Versonnex;2157;69;2226
84;01;03;09;Vesancy;481;11;492
84;01;02;17;Vescours;223;5;228
84;01;02;17;Vésines;99;4;103
84;01;04;10;Vieu-d'Izenave;734;18;752
84;01;02;22;Villars-les-Dombes;4978;95;5073
84;01;01;11;Villebois;1196;17;1213
84;01;02;18;Villemotier;615;21;636
84;01;02;22;Villeneuve;1548;37;1585
84;01;02;18;Villereversure;1342;32;1374
84;01;04;03;Villes;389;8;397
84;01;02;07;Villette-sur-Ain;759;14;773
84;01;01;11;Villieu-Loyes-Mollon;3717;67;3784
84;01;02;05;Viriat;6595;150;6745
84;01;01;04;Virieu-le-Grand;1132;24;1156
84;01;01;10;Arvière-en-Valromey;710;23;733
84;01;01;04;Virignin;1112;21;1133
84;01;01;04;Vongnes;71;2;73
84;01;02;23;Vonnas;3181;59;3240
32;02;02;03;Abbécourt;502;11;513
32;02;02;18;Achery;610;8;618
32;02;04;17;Acy;1021;24;1045
32;02;02;11;Agnicourt-et-Séchelles;182;5;187
32;02;02;06;Aguilcourt;380;8;388
32;02;05;07;Aisonville-et-Bernoville;262;9;271
32;02;02;06;Aizelles;122;1;123
32;02;04;05;Aizy-Jouy;294;4;298
32;02;03;12;Alaincourt;534;6;540
32;02;04;05;Allemant;173;4;177
32;02;04;20;Ambleny;1138;54;1192
32;02;04;21;Ambrief;71;0;71
32;02;02;06;Amifontaine;386;9;395
32;02;02;03;Amigny-Rouy;729;23;752
32;02;04;21;Ancienville;72;1;73
32;02;02;18;Andelain;216;9;225
32;02;02;18;Anguilcourt-le-Sart;323;4;327
32;02;02;09;Anizy-le-Grand;2574;53;2627
32;02;03;12;Annois;362;5;367
32;02;05;08;Any-Martin-Rieux;455;8;463
32;02;05;19;Archon;84;3;87
32;02;04;21;Arcy-Sainte-Restitue;403;6;409
32;02;01;21;Armentières-sur-Ourcq;102;3;105
32;02;02;10;Arrancy;51;0;51
32;02;03;12;Artemps;367;2;369
32;02;02;11;Assis-sur-Serre;214;7;221
32;02;02;10;Athies-sous-Laon;2606;60;2666
32;02;03;13;Attilly;354;12;366
32;02;03;01;Aubencheul-aux-Bois;257;4;261
32;02;05;08;Aubenton;661;6;667
32;02;03;12;Aubigny-aux-Kaisnes;253;4;257
32;02;02;06;Aubigny-en-Laonnois;104;2;106
32;02;04;20;Audignicourt;121;4;125
32;02;05;07;Audigny;280;9;289
32;02;04;05;Augy;72;1;73
32;02;02;09;Aulnois-sous-Laon;1386;30;1416
32;02;05;19;Les Autels;59;0;59
32;02;02;11;Autremencourt;173;3;176
32;02;05;19;Autreppes;180;3;183
32;02;02;03;Autreville;807;15;822
32;02;01;04;Azy-sur-Marne;384;2;386
32;02;04;16;Bagneux;65;1;66
32;02;05;19;Bancigny;25;0;25
32;02;02;11;Barenton-Bugny;557;9;566
32;02;02;11;Barenton-Cel;108;5;113
32;02;02;11;Barenton-sur-Serre;133;4;137
32;02;02;20;Barisis-aux-Bois;739;13;752
32;02;05;07;Barzy-en-Thiérache;323;2;325
32;02;01;04;Barzy-sur-Marne;391;6;397
32;02;02;09;Bassoles-Aulers;135;6;141
32;02;01;04;Vallées en Champagne;571;6;577
32;02;04;05;Bazoches-sur-Vesles;461;4;465
32;02;05;08;Beaumé;88;2;90
32;02;02;03;Beaumont-en-Beine;179;1;180
32;02;03;01;Beaurevoir;1406;18;1424
32;02;02;06;Beaurieux;856;10;866
32;02;02;18;Beautor;2714;28;2742
32;02;03;13;Beauvois-en-Vermandois;257;7;264
32;02;03;01;Becquigny;246;7;253
32;02;01;02;Belleau;137;4;141
32;02;03;01;Bellenglise;378;8;386
32;02;04;17;Belleu;3832;53;3885
32;02;03;01;Bellicourt;600;13;613
32;02;03;12;Benay;196;2;198
32;02;05;07;Bergues-sur-Sambre;210;5;215
32;02;05;11;Berlancourt;88;4;92
32;02;05;19;Berlise;105;2;107
32;02;05;07;Bernot;445;12;457
32;02;04;20;Berny-Rivière;658;15;673
32;02;02;06;Berrieux;186;2;188
32;02;02;06;Berry-au-Bac;670;4;674
32;02;02;18;Bertaucourt-Epourdon;593;10;603
32;02;03;12;Berthenicourt;195;2;197
32;02;02;06;Bertricourt;152;3;155
32;02;04;17;Berzy-le-Sec;379;9;388
32;02;02;20;Besmé;163;3;166
32;02;05;08;Besmont;149;0;149
32;02;02;09;Besny-et-Loizy;333;9;342
32;02;02;03;Béthancourt-en-Vaux;434;8;442
32;02;04;21;Beugneux;110;0;110
32;02;01;05;Beuvardes;750;15;765
32;02;01;04;Bézu-le-Guéry;257;5;262
32;02;01;02;Bézu-Saint-Germain;1015;25;1040
32;02;02;20;Bichancourt;1006;11;1017
32;02;04;20;Bieuxy;34;1;35
32;02;02;10;Bièvres;92;3;95
32;02;04;17;Billy-sur-Aisne;1148;21;1169
32;02;04;21;Billy-sur-Ourcq;207;10;217
32;02;04;05;Blanzy-lès-Fismes;95;1;96
32;02;02;20;Blérancourt;1298;59;1357
32;02;01;02;Blesmes;464;9;473
32;02;03;01;Bohain-en-Vermandois;5686;78;5764
32;02;02;11;Bois-lès-Pargny;197;3;200
32;02;02;06;Boncourt;256;2;258
32;02;01;04;Bonneil;379;14;393
32;02;01;21;Bonnesvalyn;221;5;226
32;02;03;01;Bony;138;0;138
32;02;02;11;Bosmont-sur-Serre;192;5;197
32;02;02;06;Bouconville-Vauclair;191;6;197
32;02;05;07;Boué;1339;16;1355
32;02;02;06;Bouffignereux;99;4;103
32;02;01;02;Bouresches;196;2;198
32;02;02;06;Bourg-et-Comin;810;12;822
32;02;02;20;Bourguignon-sous-Coucy;107;4;111
32;02;02;09;Bourguignon-sous-Montbavin;159;4;163
32;02;05;19;La Bouteille;475;10;485
32;02;04;05;Braine;2235;25;2260
32;02;02;09;Brancourt-en-Laonnois;721;11;732
32;02;03;01;Brancourt-le-Grand;553;13;566
32;02;01;02;Brasles;1563;37;1600
32;02;02;06;Braye-en-Laonnois;190;6;196
32;02;05;19;Braye-en-Thiérache;147;1;148
32;02;03;12;Bray-Saint-Christophe;68;0;68
32;02;04;05;Braye;129;2;131
32;02;01;02;Brécy;327;6;333
32;02;04;05;Brenelle;196;6;202
32;02;04;21;Breny;240;4;244
32;02;02;18;Brie;54;1;55
32;02;03;12;Brissay-Choigny;301;5;306
32;02;03;12;Brissy-Hamégicourt;651;10;661
32;02;01;21;Brumetz;193;11;204
32;02;05;19;Brunehamel;455;5;460
32;02;01;05;Bruyères-sur-Fère;192;5;197
32;02;02;10;Bruyères-et-Montbérault;1475;47;1522
32;02;04;05;Bruys;18;0;18
32;02;05;08;Bucilly;194;7;201
32;02;04;05;Bucy-le-Long;1861;42;1903
32;02;02;09;Bucy-lès-Cerny;194;3;197
32;02;02;06;Bucy-lès-Pierrepont;404;9;413
32;02;05;08;Buire;862;18;880
32;02;05;19;Buironfosse;1157;17;1174
32;02;05;19;Burelles;128;3;131
32;02;01;21;Bussiares;160;0;160
32;02;04;21;Buzancy;200;3;203
32;02;02;03;CaillouÃ«l-Crépigny;442;5;447
32;02;02;20;Camelin;456;7;463
32;02;05;19;La Capelle;1778;79;1857
32;02;03;15;Castres;253;5;258
32;02;03;01;Le Catelet;185;6;191
32;02;03;13;Caulaincourt;144;3;147
32;02;02;03;Caumont;545;10;555
32;02;01;04;Celles-lès-Condé;94;1;95
32;02;04;05;Celles-sur-Aisne;255;2;257
32;02;03;12;Cerizy;62;2;64
32;02;02;10;Cerny-en-Laonnois;63;0;63
32;02;02;09;Cerny-lès-Bucy;116;3;119
32;02;04;05;Cerseuil;89;0;89
32;02;02;09;Cessières-Suzy;764;20;784
32;02;04;21;Chacrise;365;7;372
32;02;02;09;Chaillevois;166;5;171
32;02;02;11;Chalandry;257;1;258
32;02;02;09;Chambry;836;23;859
32;02;02;10;Chamouille;273;2;275
32;02;02;20;Champs;295;2;297
32;02;05;19;Chaourse;544;12;556
32;02;01;04;La Chapelle-sur-Chézy;291;8;299
32;02;01;04;Charly-sur-Marne;2585;42;2627
32;02;01;05;Le Charmel;325;7;332
32;02;02;18;Charmes;1654;26;1680
32;02;01;04;Chartèves;356;9;365
32;02;04;05;Chassemy;890;14;904
32;02;01;02;Château-Thierry;15254;362;15616
32;02;02;11;Châtillon-lès-Sons;84;0;84
32;02;03;12;Châtillon-sur-Oise;125;0;125
32;02;02;06;Chaudardes;88;1;89
32;02;04;21;Chaudun;252;9;261
32;02;02;03;Chauny;11653;419;12072
32;02;04;05;Chavignon;829;16;845
32;02;04;16;Chavigny;161;4;165
32;02;04;05;Chavonne;206;3;209
32;02;02;10;Chérêt;139;2;141
32;02;02;06;Chermizy-Ailles;106;2;108
32;02;04;05;Chéry-Chartreuve;385;8;393
32;02;02;11;Chéry-lès-Pouilly;721;14;735
32;02;05;19;Chéry-lès-Rozoy;79;1;80
32;02;05;11;Chevennes;117;3;120
32;02;02;06;Chevregny;185;1;186
32;02;03;12;Chevresis-Monceau;351;5;356
32;02;01;21;Chézy-en-Orxois;390;15;405
32;02;01;04;Chézy-sur-Marne;1351;45;1396
32;02;01;02;Chierry;1134;15;1149
32;02;05;07;Chigny;147;4;151
32;02;02;06;Chivres-en-Laonnois;350;8;358
32;02;04;05;Chivres-Val;518;12;530
32;02;02;10;Chivy-lès-Etouvelles;523;5;528
32;02;04;21;Chouy;371;7;378
32;02;01;05;Cierges;65;1;66
32;02;02;11;Cilly;186;8;194
32;02;04;05;Ciry-Salsogne;910;25;935
32;02;02;09;Clacy-et-Thierret;311;7;318
32;02;05;19;Clairfontaine;535;102;637
32;02;04;05;Clamecy;228;2;230
32;02;03;12;Clastres;601;8;609
32;02;05;19;Clermont-les-Fermes;106;1;107
32;02;04;20;CÅ“uvres-et-Valsery;441;6;447
32;02;01;02;Coincy;1282;20;1302
32;02;05;08;Coingt;65;2;67
32;02;02;10;Colligis-Crandelain;229;3;232
32;02;05;11;Colonfay;76;3;79
32;02;02;03;Commenchon;216;3;219
32;02;02;06;Concevreux;267;6;273
32;02;01;04;Condé-en-Brie;708;11;719
32;02;04;05;Condé-sur-Aisne;364;6;370
32;02;02;06;Condé-sur-Suippe;294;3;297
32;02;02;03;Condren;708;11;719
32;02;01;04;Connigis;343;2;345
32;02;03;15;Contescourt;61;1;62
32;02;02;06;Corbeny;841;6;847
32;02;04;21;Corcy;294;4;298
32;02;02;20;Coucy-le-Château-Auffrique;992;9;1001
32;02;02;06;Coucy-lès-Eppes;628;12;640
32;02;02;20;Coucy-la-Ville;200;72;272
32;02;01;05;Coulonges-Cohan;436;15;451
